eval,pop_size,avg_fitness,fitness_variance,mutation_amount,recombination_amount
730600,100,1.561808022655828E-10,2.416082930223067E-18,10,10
730620,100,7.363010845662614E-13,1.4927730973530325E-23,10,10
730640,100,7.363011139791787E-13,1.4927730929779327E-23,10,10
730660,100,3.834867495932298E-11,1.414309053420591E-19,10,10
730680,100,4.213332594016683E-11,1.425817825489671E-19,10,10
730700,100,4.2031493603374534E-11,1.4258991421644554E-19,10,10
730720,100,4.191932557565018E-11,1.425981544754622E-19,10,10
730740,100,3.9213701923743063E-11,1.4148228794381908E-19,10,10
730760,100,3.921370189814706E-11,1.4148228794584747E-19,10,10
730780,100,3.9213689573690916E-11,1.4148228892217197E-19,10,10
730800,100,3.921753885128267E-11,1.4148227103099288E-19,10,10
730820,100,3.923936710116044E-11,1.4148058968014303E-19,10,10
730840,100,3.923935401538172E-11,1.414805907174526E-19,10,10
730860,100,1.5477002900940997E-12,1.319163411326669E-22,10,10
730880,100,1.7780993076502836E-12,1.5116799800413197E-22,10,10
730900,100,1.7999429386706657E-12,1.5113757642554525E-22,10,10
730920,100,1.799942114936106E-12,1.5113757942077985E-22,10,10
730940,100,3.4871292928243018E-12,4.296626035037469E-22,10,10
730960,100,3.5397192480028897E-12,4.295636097042554E-22,10,10
730980,100,2.968136007661768E-12,4.003200942755711E-22,10,10
731000,100,2.96813600715885E-12,4.0032009427858642E-22,10,10
731020,100,1.825650075932412E-13,6.768813111877755E-25,10,10
731040,100,1.6491011883405228E-13,6.5159342295773405E-25,10,10
731060,100,1.1190396220212818E-13,3.9205709117364376E-25,10,10
731080,100,1.5869957884422254E-12,2.1763871557274608E-22,10,10
731100,100,1.5869292454430811E-12,2.1763892846884513E-22,10,10
731120,100,1.5654820862633233E-12,2.1765870777008897E-22,10,10
731140,100,1.5654783853432536E-12,2.1765871947318415E-22,10,10
731160,100,1.5653950426840477E-12,2.17658964273829E-22,10,10
731180,100,1.5654293578315961E-12,2.1765885587489454E-22,10,10
731200,100,2.1259579124108052E-11,3.8942201142580245E-20,10,10
731220,100,1.5724304139521778E-12,2.1764192530157704E-22,10,10
731240,100,1.5735764246025775E-12,2.1763841640895485E-22,10,10
731260,100,1.5735764199075484E-12,2.176384164238803E-22,10,10
731280,100,1.573633654932055E-12,2.176382409081697E-22,10,10
731300,100,1.573598108435225E-12,2.1763835378033756E-22,10,10
731320,100,1.573600176169289E-12,2.1763834720747443E-22,10,10
731340,100,1.5736182979857283E-12,2.176382896311029E-22,10,10
731360,100,1.573135490445977E-12,2.1763980069840497E-22,10,10
731380,100,3.2768683426294352E-9,5.309501998240537E-16,10,10
731400,100,3.2768683423508077E-9,5.309501998258974E-16,10,10
731420,100,3.2753943805056794E-9,5.309597353866531E-16,10,10
731440,100,3.2975322456892795E-9,5.308622599908282E-16,10,10
731460,100,3.297532252961234E-9,5.308622599423856E-16,10,10
731480,100,3.2975323548261135E-9,5.308622592637956E-16,10,10
731500,100,4.9771207684426E-9,7.878108603020121E-16,10,10
731520,100,4.9771314154633055E-9,7.878107532598013E-16,10,10
731540,100,4.977119863634965E-9,7.878108694014457E-16,10,10
731560,100,4.977119863634516E-9,7.878108694014476E-16,10,10
731580,100,3.339471933917114E-9,5.306699363996434E-16,10,10
731600,100,3.3394719214784453E-9,5.306699364835598E-16,10,10
731620,100,3.3196831867347974E-9,5.307587639281726E-16,10,10
731640,100,4.14263329865453E-9,5.929039325817488E-16,10,10
731660,100,4.142635051483832E-9,5.929039179127594E-16,10,10
731680,100,4.142768856289564E-9,5.929027998745829E-16,10,10
731700,100,4.142766807800672E-9,5.929028170184854E-16,10,10
731720,100,4.142772066703936E-9,5.929027730083026E-16,10,10
731740,100,4.142771081512941E-9,5.929027812535052E-16,10,10
731760,100,4.142771662974168E-9,5.929027763871668E-16,10,10
731780,100,4.14153560359148E-9,5.929129783267676E-16,10,10
731800,100,4.119511044872435E-9,5.930472583921465E-16,10,10
731820,100,4.119505721451954E-9,5.930473026921327E-16,10,10
731840,100,4.119639612745533E-9,5.930461897352281E-16,10,10
731860,100,4.119506609958979E-9,5.930472948467724E-16,10,10
731880,100,4.119506161916868E-9,5.930472985754122E-16,10,10
731900,100,3.296922815785505E-9,5.308612507915391E-16,10,10
731920,100,3.29680971293445E-9,5.308620028023113E-16,10,10
731940,100,3.3061219521616988E-9,5.308481042362994E-16,10,10
731960,100,3.306122024961769E-9,5.308481037500662E-16,10,10
731980,100,3.3061221753159433E-9,5.308481027458483E-16,10,10
732000,100,3.3061209126909764E-9,5.308481111788007E-16,10,10
732020,100,3.2758172498461906E-9,5.309569511063298E-16,10,10
732040,100,3.2758172498406332E-9,5.30956951106366E-16,10,10
732060,100,3.2758166430500266E-9,5.309569551219528E-16,10,10
732080,100,3.2758165561455732E-9,5.309569556970683E-16,10,10
732100,100,3.2758482850751817E-9,5.309567458217078E-16,10,10
732120,100,3.2758482850454963E-9,5.309567458219055E-16,10,10
732140,100,1.8605072762790084E-9,2.6995324042474913E-16,10,10
732160,100,1.7659342148665396E-9,2.693962275756068E-16,10,10
732180,100,1.7659380212972693E-9,2.6939621399673354E-16,10,10
732200,100,1.76593787041234E-9,2.6939621453502087E-16,10,10
732220,100,1.765937870408692E-9,2.693962145350339E-16,10,10
732240,100,1.7659382518932142E-9,2.693962131740828E-16,10,10
732260,100,2.005763402596253E-9,2.742922420482864E-16,10,10
732280,100,2.0057316684850266E-9,2.742923705336649E-16,10,10
732300,100,2.0057316685433524E-9,2.7429237053342955E-16,10,10
732320,100,2.0057383488225337E-9,2.742923434672583E-16,10,10
732340,100,1.2829582934440738E-10,1.6314708266264472E-18,10,10
732360,100,1.282939018795148E-10,1.6314713258147946E-18,10,10
732380,100,1.282939018795281E-10,1.6314713258147895E-18,10,10
732400,100,1.2828325145095823E-10,1.6314740746162044E-18,10,10
732420,100,1.2825223898155537E-10,1.631482013625366E-18,10,10
732440,100,1.2868607620602027E-10,1.631388290130587E-18,10,10
732460,100,1.2825383428811753E-10,1.631481600544855E-18,10,10
732480,100,1.2825384295169082E-10,1.6314815983001418E-18,10,10
732500,100,1.3200941766543492E-10,1.6319355972494658E-18,10,10
732520,100,1.320404882061622E-10,1.6319273768758955E-18,10,10
732540,100,1.3202278938013227E-10,1.6319320660528668E-18,10,10
732560,100,1.320641576114312E-10,1.6319212037594703E-18,10,10
732580,100,1.320623361699375E-10,1.6319216893360603E-18,10,10
732600,100,1.3206232292983943E-10,1.6319216928683977E-18,10,10
732620,100,1.3206233158633435E-10,1.6319216905589253E-18,10,10
732640,100,1.3206233295717379E-10,1.6319216901931926E-18,10,10
732660,100,1.3235986770952288E-10,1.6318511671764386E-18,10,10
732680,100,1.323758670750467E-10,1.631846976301397E-18,10,10
732700,100,1.3237585808856515E-10,1.63184697870461E-18,10,10
732720,100,1.3236863806546013E-10,1.6318489042081536E-18,10,10
732740,100,1.323687026886336E-10,1.6318488869276016E-18,10,10
732760,100,1.3236694777211745E-10,1.6318493554989736E-18,10,10
732780,100,1.320693301797831E-10,1.6319199048731426E-18,10,10
732800,100,1.3206933028853422E-10,1.6319199048441246E-18,10,10
732820,100,1.3202805307118514E-10,1.631930743294964E-18,10,10
732840,100,1.3202805241378885E-10,1.6319307434703123E-18,10,10
732860,100,1.3202805241525816E-10,1.6319307434699238E-18,10,10
732880,100,1.3202320709403989E-10,1.6319320344215166E-18,10,10
732900,100,1.3198813212068054E-10,1.6319412638814201E-18,10,10
732920,100,1.3200980240127146E-10,1.6319355324990971E-18,10,10
732940,100,1.3200860713649684E-10,1.631935851101202E-18,10,10
732960,100,1.3200855285514057E-10,1.6319358655768754E-18,10,10
732980,100,1.3200939040082108E-10,1.6319356422870433E-18,10,10
733000,100,1.3200939051061773E-10,1.631935642257762E-18,10,10
733020,100,1.3200914909688918E-10,1.6319357066265526E-18,10,10
733040,100,1.3202998199692965E-10,1.6319302044287337E-18,10,10
733060,100,1.3203081943934392E-10,1.6319299811301773E-18,10,10
733080,100,1.3203081950121766E-10,1.6319299811136757E-18,10,10
733100,100,1.340527330618434E-10,1.631799491724601E-18,10,10
733120,100,1.350074790208435E-10,1.6316319889062559E-18,10,10
733140,100,1.3578715124566098E-10,1.631613275062137E-18,10,10
733160,100,1.3596473057946004E-10,1.6315677153893395E-18,10,10
733180,100,1.3620896351453725E-10,1.6315065953821062E-18,10,10
733200,100,1.3620896413726526E-10,1.6315065952107454E-18,10,10
733220,100,1.5820213963694001E-10,1.681408281919729E-18,10,10
733240,100,1.5618022605634644E-10,1.6816374137648674E-18,10,10
733260,100,1.3248188052206785E-10,1.6318188847934987E-18,10,10
733280,100,1.3248255157006276E-10,1.6318187052398051E-18,10,10
733300,100,5.690708510602547E-10,2.0575903393421483E-17,10,10
733320,100,5.920948366438516E-10,2.0602444532538924E-17,10,10
733340,100,5.918505564974465E-10,2.0602730643024642E-17,10,10
733360,100,2.326248076574992E-6,5.408649280786241E-10,10,10
733380,100,2.3262480261351973E-6,5.408649283156633E-10,10,10
733400,100,2.3262480499569448E-6,5.408649282037165E-10,10,10
733420,100,2.3262480495110167E-6,5.408649282058103E-10,10,10
733440,100,2.3262480261244984E-6,5.408649283157159E-10,10,10
733460,100,2.3262480270565476E-6,5.408649283113343E-10,10,10
733480,100,2.3262479150815067E-6,5.408649288375589E-10,10,10
733500,100,5.916890571000007E-10,2.0602922165855193E-17,10,10
733520,100,5.920012993025482E-10,2.0602554675516245E-17,10,10
733540,100,5.920012995007648E-10,2.0602554675279183E-17,10,10
733560,100,9.748809172351912E-10,3.480432508438463E-17,10,10
733580,100,9.747921820826934E-10,3.480449904090849E-17,10,10
733600,100,9.747689185210235E-10,3.480454479809591E-17,10,10
733620,100,8.432572625662467E-10,3.3396527703550655E-17,10,10
733640,100,8.455756949609871E-10,3.3393220716357394E-17,10,10
733660,100,4.6015339845169466E-10,1.909315062924189E-17,10,10
733680,100,4.602421439172532E-10,1.9093068918787833E-17,10,10
733700,100,4.6024214389702367E-10,1.909306891880646E-17,10,10
733720,100,4.636005356600312E-10,1.9090881413627086E-17,10,10
733740,100,4.636005472582869E-10,1.909088140276453E-17,10,10
733760,100,4.6360054725827005E-10,1.9090881402764545E-17,10,10
733780,100,4.6359577728779146E-10,1.9090885867827925E-17,10,10
733800,100,4.6359577823195014E-10,1.9090885866943606E-17,10,10
733820,100,4.6359577901374744E-10,1.9090885866211454E-17,10,10
733840,100,2.1972977589132792E-6,4.826059956721128E-10,10,10
733860,100,2.1972977594712495E-6,4.82605995669635E-10,10,10
733880,100,2.197297759453256E-6,4.826059956697145E-10,10,10
733900,100,2.1972977594533373E-6,4.826059956697148E-10,10,10
733920,100,2.1972977589914824E-6,4.826059956717664E-10,10,10
733940,100,2.197299761455372E-6,4.826059867832597E-10,10,10
733960,100,2.196863176696375E-6,4.82607905332382E-10,10,10
733980,100,2.1968498411863936E-6,4.82607964472566E-10,10,10
734000,100,2.196853922543331E-6,4.826079463608397E-10,10,10
734020,100,2.196872868664556E-6,4.826078623121521E-10,10,10
734040,100,2.19687286388289E-6,4.82607862333373E-10,10,10
734060,100,2.196872863882943E-6,4.826078623333728E-10,10,10
734080,100,2.1968628778995062E-6,4.826079066428451E-10,10,10
734100,100,2.1968628778995265E-6,4.82607906642845E-10,10,10
734120,100,2.1968439377735714E-6,4.826079906645436E-10,10,10
734140,100,2.196840891238987E-6,4.826080041843279E-10,10,10
734160,100,2.1968408916792858E-6,4.826080041823723E-10,10,10
734180,100,2.196840890185652E-6,4.826080041890005E-10,10,10
734200,100,2.1968408901853738E-6,4.826080041890023E-10,10,10
734220,100,2.1968408901018487E-6,4.826080041893748E-10,10,10
734240,100,2.1968408865697463E-6,4.826080042050474E-10,10,10
734260,100,2.1968408865734245E-6,4.826080042050332E-10,10,10
734280,100,2.196840886558859E-6,4.826080042050964E-10,10,10
734300,100,2.196840886553933E-6,4.826080042051192E-10,10,10
734320,100,2.196840886780118E-6,4.826080042041148E-10,10,10
734340,100,2.196840641816354E-6,4.826080052912745E-10,10,10
734360,100,2.196838638673951E-6,4.826080141809369E-10,10,10
734380,100,2.1968386472555786E-6,4.826080141428516E-10,10,10
734400,100,2.1968386472556447E-6,4.826080141428518E-10,10,10
734420,100,2.196838645327291E-6,4.826080141514071E-10,10,10
734440,100,2.1968386239619756E-6,4.826080142462298E-10,10,10
734460,100,2.1973806301528947E-6,4.826056381684829E-10,10,10
734480,100,2.1973806310477626E-6,4.826056381645096E-10,10,10
734500,100,2.19738063105056E-6,4.826056381644976E-10,10,10
734520,100,2.1973862340732694E-6,4.826056132949651E-10,10,10
734540,100,2.197386233987874E-6,4.826056132953432E-10,10,10
734560,100,2.19738622951356E-6,4.826056133152073E-10,10,10
734580,100,2.1973862403067216E-6,4.826056132672915E-10,10,10
734600,100,2.197386240298494E-6,4.826056132673294E-10,10,10
734620,100,2.197463943067797E-6,4.82605268630807E-10,10,10
734640,100,2.197463943065876E-6,4.826052686308126E-10,10,10
734660,100,2.197462274501506E-6,4.826052760370106E-10,10,10
734680,100,2.19746228516459E-6,4.826052759896744E-10,10,10
734700,100,2.197462285164633E-6,4.826052759896742E-10,10,10
734720,100,2.1974622851646014E-6,4.826052759896739E-10,10,10
734740,100,2.1974622764692894E-6,4.826052760282748E-10,10,10
734760,100,2.197462341247698E-6,4.826052757407035E-10,10,10
734780,100,2.197462341245686E-6,4.826052757407096E-10,10,10
734800,100,2.1974623421135085E-6,4.826052757368596E-10,10,10
734820,100,2.197462382107405E-6,4.826052755593123E-10,10,10
734840,100,2.1974623801899175E-6,4.826052755678259E-10,10,10
734860,100,2.1974235283822627E-6,4.826054478893676E-10,10,10
734880,100,2.197423531415719E-6,4.826054478759022E-10,10,10
734900,100,2.1974235313993767E-6,4.826054478759748E-10,10,10
734920,100,2.1977891506003246E-6,4.826038366011818E-10,10,10
734940,100,2.197789291835146E-6,4.826038359741045E-10,10,10
734960,100,2.197335479220734E-6,4.826058298816552E-10,10,10
734980,100,2.1973660980192217E-6,4.826056940566649E-10,10,10
735000,100,2.197327235300481E-6,4.826058664190864E-10,10,10
735020,100,2.1973272841424603E-6,4.826058662022743E-10,10,10
735040,100,2.1973272953114575E-6,4.826058661526937E-10,10,10
735060,100,2.197327295710876E-6,4.826058661509196E-10,10,10
735080,100,2.1968734271123783E-6,4.826078598833781E-10,10,10
735100,100,2.2757917012424845E-6,4.828809080075712E-10,10,10
735120,100,2.2757913423418325E-6,4.828809096576231E-10,10,10
735140,100,2.2757913423437794E-6,4.828809096576129E-10,10,10
735160,100,7.895717918341406E-8,6.232914312745057E-13,10,10
735180,100,7.8957114429231E-8,6.232914416029846E-13,10,10
735200,100,7.896016723253753E-8,6.232909556080434E-13,10,10
735220,100,7.896018061805283E-8,6.232909534728955E-13,10,10
735240,100,7.896067737246119E-8,6.232908742575361E-13,10,10
735260,100,7.896067700246404E-8,6.232908743165563E-13,10,10
735280,100,7.896067700154504E-8,6.232908743167035E-13,10,10
735300,100,7.89606770015223E-8,6.232908743167035E-13,10,10
735320,100,7.896067700282454E-8,6.232908743164959E-13,10,10
735340,100,7.896067700240373E-8,6.232908743165644E-13,10,10
735360,100,7.896067700241552E-8,6.232908743165617E-13,10,10
735380,100,9.877997082575893E-8,6.594310246306129E-13,10,10
735400,100,9.878000324671919E-8,6.59431018161096E-13,10,10
735420,100,1.2585979535418957E-7,7.273714973642124E-13,10,10
735440,100,1.258597936189154E-7,7.273714978054264E-13,10,10
735460,100,1.2585979361914372E-7,7.273714978053726E-13,10,10
735480,100,1.2585979434896493E-7,7.273714976198075E-13,10,10
735500,100,1.2585979434876874E-7,7.273714976198564E-13,10,10
735520,100,1.2585975173326897E-7,7.273715084550628E-13,10,10
735540,100,1.2585918142558306E-7,7.273716534357384E-13,10,10
735560,100,1.258591814257475E-7,7.273716534356954E-13,10,10
735580,100,1.2585922592904692E-7,7.273716421203086E-13,10,10
735600,100,1.2585922592914084E-7,7.273716421202855E-13,10,10
735620,100,1.2585895425007685E-7,7.273717111883507E-13,10,10
735640,100,1.258594444667741E-7,7.27371586571171E-13,10,10
735660,100,1.2585944912726948E-7,7.273715853861892E-13,10,10
735680,100,1.2585944914136334E-7,7.273715853826017E-13,10,10
735700,100,1.2585944951927797E-7,7.273715852865114E-13,10,10
735720,100,1.2585894380992257E-7,7.273717138428521E-13,10,10
735740,100,1.258589679685077E-7,7.273717077003432E-13,10,10
735760,100,1.2585896796209862E-7,7.273717077019725E-13,10,10
735780,100,1.258596736570904E-7,7.27371528321382E-13,10,10
735800,100,1.258596736603748E-7,7.273715283205471E-13,10,10
735820,100,9.877760133322265E-8,6.594314968977272E-13,10,10
735840,100,9.877766269171452E-8,6.594314846539044E-13,10,10
735860,100,9.877766269887721E-8,6.594314846524726E-13,10,10
735880,100,1.98306880711204E-8,3.930120310054272E-14,10,10
735900,100,5.129802713290577E-12,1.0854666777165907E-21,10,10
735920,100,5.190508850665527E-12,1.0852060356256985E-21,10,10
735940,100,5.189114546307963E-12,1.0852204578034711E-21,10,10
735960,100,5.226540381849668E-12,1.0849681077195854E-21,10,10
735980,100,5.1695649223463675E-12,1.0852385144246246E-21,10,10
736000,100,4.477967085140651E-12,1.0416946360220916E-21,10,10
736020,100,4.386745626161037E-12,1.0416842698831693E-21,10,10
736040,100,4.368199322273017E-12,1.0418262049181718E-21,10,10
736060,100,4.3365349094443204E-12,1.0420033526822645E-21,10,10
736080,100,4.337006495301642E-12,1.0419992433321783E-21,10,10
736100,100,4.338116656517651E-12,1.041989639005627E-21,10,10
736120,100,4.259882754425348E-12,1.0420507757956246E-21,10,10
736140,100,4.259835553371579E-12,1.042051181769538E-21,10,10
736160,100,4.260069184830322E-12,1.042049177016508E-21,10,10
736180,100,4.199355647811051E-12,1.0421957739960762E-21,10,10
736200,100,4.19300269441816E-12,1.0422455489867735E-21,10,10
736220,100,4.155255410785216E-12,1.0424224428895316E-21,10,10
736240,100,4.1552530929913656E-12,1.0424224623458663E-21,10,10
736260,100,4.1553284363547944E-12,1.0424218304933871E-21,10,10
736280,100,4.15934252485066E-12,1.042388856205956E-21,10,10
736300,100,1.0681172872834137E-12,9.349179481679668E-23,10,10
736320,100,1.0681163393254111E-12,9.349179686221346E-23,10,10
736340,100,1.067647613301824E-12,9.349278577693496E-23,10,10
736360,100,1.0676474939029466E-12,9.349278603446041E-23,10,10
736380,100,1.075337286326817E-12,9.34790377938619E-23,10,10
736400,100,1.0756724984434638E-12,9.347831529849604E-23,10,10
736420,100,1.3633158187240287E-12,1.5823954105408222E-22,10,10
736440,100,1.362962462709785E-12,1.582405068917441E-22,10,10
736460,100,2.1080162450294762E-10,4.386036780135321E-18,10,10
736480,100,2.1080162473517292E-10,4.386036780036427E-18,10,10
736500,100,2.108016277128699E-10,4.386036778768558E-18,10,10
736520,100,2.1080838411108138E-10,4.3860339059263664E-18,10,10
736540,100,9.347746419158491E-9,8.34885829979698E-15,10,10
736560,100,9.347747051553012E-9,8.348858287854654E-15,10,10
736580,100,9.347747217623755E-9,8.34885828471851E-15,10,10
736600,100,9.347747217781692E-9,8.348858284715562E-15,10,10
736620,100,9.347750034602433E-9,8.348858231522523E-15,10,10
736640,100,9.347749507711754E-9,8.348858241472497E-15,10,10
736660,100,9.347747350053294E-9,8.348858282217983E-15,10,10
736680,100,9.34774624325256E-9,8.348858303119034E-15,10,10
736700,100,9.347746253584504E-9,8.348858302923925E-15,10,10
736720,100,9.347746251544098E-9,8.348858302962484E-15,10,10
736740,100,9.34774944392095E-9,8.348858242677485E-15,10,10
736760,100,9.40776857130162E-9,8.348085765254454E-15,10,10
736780,100,9.407768570771477E-9,8.34808576526452E-15,10,10
736800,100,9.407768570771688E-9,8.348085765264516E-15,10,10
736820,100,9.406556733747669E-9,8.348108635953354E-15,10,10
736840,100,9.409302946113096E-9,8.348057228765423E-15,10,10
736860,100,9.409302690558664E-9,8.34805723362316E-15,10,10
736880,100,9.40930284019576E-9,8.348057230778759E-15,10,10
736900,100,2.782148119533793E-6,7.687636965895154E-10,10,10
736920,100,2.782981464393296E-6,7.687590822193104E-10,10,10
736940,100,3.398388889931657E-6,8.031717784479845E-10,10,10
736960,100,3.398388890884735E-6,8.031717784414432E-10,10,10
736980,100,2.7829814609473906E-6,7.687590822386793E-10,10,10
737000,100,2.7829815533137463E-6,7.687590817193793E-10,10,10
737020,100,2.7829815533319782E-6,7.68759081719279E-10,10,10
737040,100,2.782981553333233E-6,7.687590817192745E-10,10,10
737060,100,1.0243113491151575E-8,8.401652430402101E-15,10,10
737080,100,1.0033674806811493E-8,8.401511307818582E-15,10,10
737100,100,1.0033674817042796E-8,8.401511307611184E-15,10,10
737120,100,8.967368756689056E-10,6.970022390994493E-17,10,10
737140,100,8.96733943935695E-10,6.970022922010171E-17,10,10
737160,100,8.967272099418723E-10,6.970024141475408E-17,10,10
737180,100,1.2343056933666628E-9,8.047323059545325E-17,10,10
737200,100,1.2342907411626345E-9,8.047326785692945E-17,10,10
737220,100,1.234500006766958E-9,8.047274990345404E-17,10,10
737240,100,1.2344999970020526E-9,8.047274992780727E-17,10,10
737260,100,1.4622393015759589E-9,8.509130154789662E-17,10,10
737280,100,1.4622392857649317E-9,8.509130159460282E-17,10,10
737300,100,1.4122763689000024E-9,8.488212315760685E-17,10,10
737320,100,1.4120806941284594E-9,8.4882677515122E-17,10,10
737340,100,1.529533516415146E-9,8.592675078488812E-17,10,10
737360,100,1.7718333201105088E-9,9.098585683839065E-17,10,10
737380,100,2.652577855488361E-9,1.654045308776198E-16,10,10
737400,100,2.6525778495707434E-9,1.6540453090933048E-16,10,10
737420,100,1.7718324720715027E-9,9.098585987382232E-17,10,10
737440,100,9.384922180898666E-10,2.3120199292111138E-17,10,10
737460,100,9.409974205816995E-10,2.3116081152802648E-17,10,10
737480,100,9.409716224212194E-10,2.311613012733244E-17,10,10
737500,100,9.409617541876138E-10,2.3116148879762242E-17,10,10
737520,100,9.408688836439635E-10,2.3116324548431153E-17,10,10
737540,100,9.408688834202446E-10,2.311632454885641E-17,10,10
737560,100,9.40868177502626E-10,2.3116325890589572E-17,10,10
737580,100,9.40867999246317E-10,2.3116326229396718E-17,10,10
737600,100,7.131286790124426E-10,1.8257902434257234E-17,10,10
737620,100,7.131286791763251E-10,1.8257902434021182E-17,10,10
737640,100,7.131286791620993E-10,1.8257902434041625E-17,10,10
737660,100,7.131286794034867E-10,1.8257902433693885E-17,10,10
737680,100,7.030134471509593E-10,1.8262036742583648E-17,10,10
737700,100,7.030134479317347E-10,1.826203674147488E-17,10,10
737720,100,7.017983135705837E-10,1.8263611791513017E-17,10,10
737740,100,7.017954958604228E-10,1.8263615785580205E-17,10,10
737760,100,7.017961806117736E-10,1.8263614814807993E-17,10,10
737780,100,7.019170322391555E-10,1.826344493636949E-17,10,10
737800,100,7.019217644037888E-10,1.8263438227456306E-17,10,10
737820,100,7.022793549986163E-10,1.8262943804347447E-17,10,10
737840,100,4.6379492704741825E-10,1.2677694103816596E-17,10,10
737860,100,4.642827831735743E-10,1.267726082023723E-17,10,10
737880,100,2.9439941979414913E-7,8.639494438487632E-12,10,10
737900,100,2.9440104116637814E-7,8.639493475268554E-12,10,10
737920,100,4.7316440579456823E-7,1.1728808092853116E-11,10,10
737940,100,2.9440104116818195E-7,8.639493475267465E-12,10,10
737960,100,3.6152221225209294E-7,9.05007159340007E-12,10,10
737980,100,3.6140477573985787E-7,9.050155955915907E-12,10,10
738000,100,3.614024259002359E-7,9.050157671145645E-12,10,10
738020,100,3.614023009131757E-7,9.050157762397984E-12,10,10
738040,100,3.618450517910072E-7,9.049854108302162E-12,10,10
738060,100,3.6184505179100656E-7,9.04985410830216E-12,10,10
738080,100,3.6184220198770496E-7,9.049856190680306E-12,10,10
738100,100,3.61842293536738E-7,9.049856123759322E-12,10,10
738120,100,3.618423176923E-7,9.04985610610179E-12,10,10
738140,100,3.6183952885013367E-7,9.049858143935124E-12,10,10
738160,100,3.6183952885175415E-7,9.049858143933924E-12,10,10
738180,100,6.790910862297334E-8,4.504222379305892E-13,10,10
738200,100,6.790948799698798E-8,4.504221858920743E-13,10,10
738220,100,6.790949074820969E-8,4.504221855146346E-13,10,10
738240,100,6.790898242423835E-8,4.5042225522769095E-13,10,10
738260,100,6.790898306170867E-8,4.504222551402376E-13,10,10
738280,100,6.790878348457832E-8,4.5042228251613343E-13,10,10
738300,100,6.790878348297154E-8,4.504222825163529E-13,10,10
738320,100,7.89544701100575E-10,3.06724346799081E-17,10,10
738340,100,7.895447010419173E-10,3.067243468000163E-17,10,10
738360,100,7.895857142084339E-10,3.067236943057769E-17,10,10
738380,100,7.911236753335146E-10,3.0670033651942544E-17,10,10
738400,100,7.911108949038995E-10,3.067005406019094E-17,10,10
738420,100,3.2683008597363665E-9,6.403565358137982E-16,10,10
738440,100,3.2683014073512087E-9,6.4035653219811925E-16,10,10
738460,100,3.26995086493909E-9,6.403459135129261E-16,10,10
738480,100,3.269950090865374E-9,6.403459186263596E-16,10,10
738500,100,3.2699671007697883E-9,6.403458062889737E-16,10,10
738520,100,3.270138711366546E-9,6.403446757936926E-16,10,10
738540,100,5.576532603237854E-9,1.1570906063668397E-15,10,10
738560,100,5.576532603329179E-9,1.1570906063658138E-15,10,10
738580,100,5.576532603323552E-9,1.1570906063658741E-15,10,10
738600,100,5.575770875686761E-9,1.157099127275126E-15,10,10
738620,100,8.052957068656794E-9,1.7428412023314115E-15,10,10
738640,100,8.05218760412905E-9,1.7428536599200235E-15,10,10
738660,100,8.052096062388628E-9,1.7428551481788375E-15,10,10
738680,100,8.052068527361062E-9,1.742855596019905E-15,10,10
738700,100,8.122216494234888E-9,1.7422065864421058E-15,10,10
738720,100,7.67948807428904E-9,1.7294742816931749E-15,10,10
738740,100,7.6794880742804E-9,1.729474281693301E-15,10,10
738760,100,9.115332707088102E-9,1.9138537692889222E-15,10,10
738780,100,6.638145691378012E-9,1.3334282754946163E-15,10,10
738800,100,6.638145794026729E-9,1.3334282741180586E-15,10,10
738820,100,6.638145847546888E-9,1.3334282734003346E-15,10,10
738840,100,6.638146294046192E-9,1.3334282674126178E-15,10,10
738860,100,6.6379719585925195E-9,1.3334306027190796E-15,10,10
738880,100,6.633661850177602E-9,1.3334865048644228E-15,10,10
738900,100,6.633172805019251E-9,1.333493034423467E-15,10,10
738920,100,6.633172860936203E-9,1.3334930336741573E-15,10,10
738940,100,6.633172860688331E-9,1.333493033677482E-15,10,10
738960,100,6.562846672212994E-9,1.3339333860672852E-15,10,10
738980,100,6.5628464476571015E-9,1.333933389044509E-15,10,10
739000,100,4.085660536270552E-9,7.407341774088543E-16,10,10
739020,100,4.0856605361318574E-9,7.407341774099997E-16,10,10
739040,100,4.085660558647906E-9,7.407341772241551E-16,10,10
739060,100,4.08566055886171E-9,7.407341772223887E-16,10,10
739080,100,4.085659440574216E-9,7.407341864524519E-16,10,10
739100,100,4.086244810803762E-9,7.407293856346063E-16,10,10
739120,100,2.3133680342432955E-9,5.319521994465264E-16,10,10
739140,100,2.315961041228299E-9,5.319404138985409E-16,10,10
739160,100,2.3159609842867086E-9,5.319404141649532E-16,10,10
739180,100,2.315960880559065E-9,5.319404146502624E-16,10,10
739200,100,2.322504557336423E-9,5.319140538459746E-16,10,10
739220,100,2.322504624756599E-9,5.319140535296446E-16,10,10
739240,100,2.320653684799789E-9,5.319225337509233E-16,10,10
739260,100,1.2882845601381071E-11,6.088158733616667E-21,10,10
739280,100,1.1027841727478178E-9,1.1876630718588816E-16,10,10
739300,100,1.1027841727478166E-9,1.1876630718588814E-16,10,10
739320,100,1.1027829038022102E-9,1.1876631001270394E-16,10,10
739340,100,1.1027535328091582E-9,1.1876637535863936E-16,10,10
739360,100,1.0962311654094686E-9,1.1877656445602507E-16,10,10
